[26304:47488:0302/122230.503:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[26304:47488:0302/122230.648:ERROR:os_crypt_win.cc(100)] Failed to decrypt: Key not valid for use in specified state. (0x8009000B)
[26304:35620:0302/122230.735:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[26304:47488:0302/122230.844:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[26304:45244:0302/122235.172:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[26304:45244:0302/122235.179:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[26304:45244:0302/122235.185:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[26304:45244:0302/122235.190:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[26304:47488:0302/122235.305:WARNING:external_registry_loader_win.cc(232)] Error observing HKLM: 5
[34068:52372:0302/122235.557:ERROR:backend_impl.cc(989)] Critical error found -8
[34068:52372:0302/122235.557:WARNING:storage_block-inl.h(138)] Failed data load.
[34068:52372:0302/122235.557:WARNING:storage_block-inl.h(138)] Failed data load.
[34068:52372:0302/122235.557:ERROR:entry_impl.cc(1029)] No file for b2020014
[34068:52372:0302/122235.557:WARNING:storage_block-inl.h(138)] Failed data load.
[26304:45244:0302/122235.833:WARNING:value_store_frontend.cc(47)] Reading ahfgeienlihckogmohjhadlkjgocpleb.alarms from  failed: IO error: .../MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[55320:7416:0302/122235.924:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-D5D5245E80D38838E4F3A8B1D95B935A will be ignored
[26304:12616:0302/122236.093:WARNING:value_store_frontend.cc(47)] Reading mhjfbmdgcfjbbpaeojofohoefgiehjai.alarms from  failed: IO error: .../MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[26304:22296:0302/122241.387:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\GCM Store\Encryption: IO error: C:\Users\oreos\Documents\Github Project\TEST\Traversal-Project\Traversal_Project\Saved\webcache_6613\Default\GCM Store\Encryption/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[26304:4132:0302/123128.029:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123517.178:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123539.191:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/123556.202:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123557.203:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/123608.218:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123611.221:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/123622.227:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123623.219:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/123726.267:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123729.262:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/123912.325:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123917.337:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/123927.344:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/123950.632:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=27})
[26304:4132:0302/124011.636:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=28})
[26304:47488:0302/124015.031:VERBOSE1:device_event_log_impl.cc(198)] [12:40:15.031] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[26304:47488:0302/124015.031:VERBOSE1:device_event_log_impl.cc(198)] [12:40:15.031] Display: EVENT: screen_win.cc:895 Display[3450669915] bounds=[0,0 1536x960], workarea=[0,0 1536x912], scale=1.25, rotation=0, panel_rotation=0 external detected
[26304:4132:0302/124015.423:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=27})
[26304:4132:0302/124020.378:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124025.377:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124032.379:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124040.384:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124042.435:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124055.402:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124056.394:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124119.413:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124121.406:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124131.422:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124140.429:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124209.451:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124234.457:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124240.456:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124259.479:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124354.512:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124414.531:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124424.535:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124436.544:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124453.551:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=23})
[26304:4132:0302/124503.564:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124516.562:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124523.582:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124536.598:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124537.586:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124558.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124559.607:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124600.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124620.621:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124624.610:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:47488:0302/124626.860:VERBOSE1:device_event_log_impl.cc(198)] [12:46:26.860] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[26304:47488:0302/124626.860:VERBOSE1:device_event_log_impl.cc(198)] [12:46:26.860] Display: EVENT: screen_win.cc:895 Display[3450669915] bounds=[0,0 1536x960], workarea=[0,0 1536x912], scale=1.25, rotation=0, panel_rotation=0 external detected
[26304:47488:0302/124627.212:VERBOSE1:device_event_log_impl.cc(198)] [12:46:27.213] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[26304:47488:0302/124627.213:VERBOSE1:device_event_log_impl.cc(198)] [12:46:27.213] Display: EVENT: screen_win.cc:895 Display[3450669915] bounds=[0,0 1536x960], workarea=[0,0 1536x912], scale=1.25, rotation=0, panel_rotation=0 external detected
[26304:4132:0302/124639.626:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124643.627:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124656.638:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124657.639:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124705.647:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=23})
[26304:4132:0302/124707.644:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124715.664:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124733.672:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124742.673:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124746.683:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124749.676:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=23})
[26304:4132:0302/124752.677:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=22})
[26304:4132:0302/124755.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=21})
[26304:4132:0302/124756.684:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=22})
[26304:4132:0302/124803.689:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=23})
[26304:4132:0302/124839.725:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124842.724:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124843.718:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/124844.719:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124906.729:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[34068:45800:0302/124907.393:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://safebrowsing.googleapis.com/v4/threatListUpdates:fetch?$req=ChoKCGNocm9taXVtEg4xMjguMC42NjEzLjEzOBoMCAUQASIEIAEgAigBGgwIARABIgQgASACKAEaDAgDEAEiBCABIAIoARoMCAcQASIEIAEgAigBGgwIARAIIgQgASACKAQaDAgPEAEiBCABIAIoARoMCAkQASIEIAEgAigBIgIIAQ==&$ct=application/x-protobuf&key=dummytoken
[34068:45800:0302/124907.400:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[34068:45800:0302/124907.407:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[34068:45800:0302/124907.407:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[34068:45800:0302/124907.407:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[34068:45800:0302/124907.407:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[34068:45800:0302/124907.408:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[34068:45800:0302/124907.408:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[26304:4132:0302/124916.741:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124920.742:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/124946.762:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/124957.767:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/125018.787:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125038.816:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/125106.823:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125108.826:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/125126.841:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125128.841:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/125133.832:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125136.832:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/125138.850:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125143.850:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/125154.847:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125226.867:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/125229.867:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=23})
[26304:4132:0302/125235.873:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=24})
[26304:4132:0302/125236.885:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125241.872:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
[26304:4132:0302/125242.877:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=25})
[26304:4132:0302/125252.893:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00003B9C000BED40}, {new_limit=26})
